id,name,parent_id/id
product.category_Bijoux,Bijoux,
product.category_Affaires,Affaires,
product.category_Voyage,Voyage,
product.category_Caddies,Caddies,
product.category_Manucure,Manucure,
product.category_Garniturebureau,Garniture bureau,
product.category_Shopping,Shopping,
product.category_282808,282808,product.category_282
product.category_283008,283008,product.category_283
product.category_283013,283013,product.category_283
product.category_283015,283015,product.category_283
product.category_283017,283017,product.category_283
product.category_285999,285999,product.category_285
product.category_343173,343173,product.category_369
product.category_343585,343585,product.category_358
product.category_343589,343589,product.category_358
product.category_343591,343591,product.category_358
product.category_344200,344200,product.category_344
product.category_344959,344959,product.category_344
product.category_344965,344965,product.category_344
product.category_344987,344987,product.category_344
product.category_345200,345200,product.category_345
product.category_345959,345959,product.category_345
product.category_345965,345965,product.category_345
product.category_345987,345987,product.category_345
product.category_346200,346200,product.category_367
product.category_346959,346959,product.category_367
product.category_346965,346965,product.category_346
product.category_346987,346987,product.category_367
product.category_347200,347200,product.category_367
product.category_347959,347959,product.category_367
product.category_347965,347965,product.category_367
product.category_347987,347987,product.category_367
product.category_348100,348100,product.category_348
product.category_348101,348101,product.category_348
